NAME,CODE,AREA_CODE,DESCRIPTIO,FILE_NAME,MS_FB_PARE,MS_FB
Derringham Ward,E05011530,UTW,Unitary Authority Ward,CITY_OF_KINGSTON_UPON_HULL_(B),country:gb/country:eng/uta:e06000010,country:gb/country:eng/uta:e06000010/utw:e05011530
Drypool Ward,E05011531,UTW,Unitary Authority Ward,CITY_OF_KINGSTON_UPON_HULL_(B),country:gb/country:eng/uta:e06000010,country:gb/country:eng/uta:e06000010/utw:e05011531
Holderness Ward,E05011532,UTW,Unitary Authority Ward,CITY_OF_KINGSTON_UPON_HULL_(B),country:gb/country:eng/uta:e06000010,country:gb/country:eng/uta:e06000010/utw:e05011532
Ings Ward,E05011533,UTW,Unitary Authority Ward,CITY_OF_KINGSTON_UPON_HULL_(B),country:gb/country:eng/uta:e06000010,country:gb/country:eng/uta:e06000010/utw:e05011533
Kingswood Ward,E05011534,UTW,Unitary Authority Ward,CITY_OF_KINGSTON_UPON_HULL_(B),country:gb/country:eng/uta:e06000010,country:gb/country:eng/uta:e06000010/utw:e05011534
Longhill & Bilton Grange Ward,E05011535,UTW,Unitary Authority Ward,CITY_OF_KINGSTON_UPON_HULL_(B),country:gb/country:eng/uta:e06000010,country:gb/country:eng/uta:e06000010/utw:e05011535
Marfleet Ward,E05011536,UTW,Unitary Authority Ward,CITY_OF_KINGSTON_UPON_HULL_(B),country:gb/country:eng/uta:e06000010,country:gb/country:eng/uta:e06000010/utw:e05011536
Newington & Gipsyville Ward,E05011537,UTW,Unitary Authority Ward,CITY_OF_KINGSTON_UPON_HULL_(B),country:gb/country:eng/uta:e06000010,country:gb/country:eng/uta:e06000010/utw:e05011537
North Carr Ward,E05011538,UTW,Unitary Authority Ward,CITY_OF_KINGSTON_UPON_HULL_(B),country:gb/country:eng/uta:e06000010,country:gb/country:eng/uta:e06000010/utw:e05011538
Orchard Park Ward,E05011539,UTW,Unitary Authority Ward,CITY_OF_KINGSTON_UPON_HULL_(B),country:gb/country:eng/uta:e06000010,country:gb/country:eng/uta:e06000010/utw:e05011539
Pickering Ward,E05011540,UTW,Unitary Authority Ward,CITY_OF_KINGSTON_UPON_HULL_(B),country:gb/country:eng/uta:e06000010,country:gb/country:eng/uta:e06000010/utw:e05011540
Southcoates Ward,E05011542,UTW,Unitary Authority Ward,CITY_OF_KINGSTON_UPON_HULL_(B),country:gb/country:eng/uta:e06000010,country:gb/country:eng/uta:e06000010/utw:e05011542
St. Andrew's & Docklands Ward,E05011541,UTW,Unitary Authority Ward,CITY_OF_KINGSTON_UPON_HULL_(B),country:gb/country:eng/uta:e06000010,country:gb/country:eng/uta:e06000010/utw:e05011541
Sutton Ward,E05011543,UTW,Unitary Authority Ward,CITY_OF_KINGSTON_UPON_HULL_(B),country:gb/country:eng/uta:e06000010,country:gb/country:eng/uta:e06000010/utw:e05011543
University Ward,E05011544,UTW,Unitary Authority Ward,CITY_OF_KINGSTON_UPON_HULL_(B),country:gb/country:eng/uta:e06000010,country:gb/country:eng/uta:e06000010/utw:e05011544
West Carr Ward,E05011545,UTW,Unitary Authority Ward,CITY_OF_KINGSTON_UPON_HULL_(B),country:gb/country:eng/uta:e06000010,country:gb/country:eng/uta:e06000010/utw:e05011545
Abbey Ward,E05010458,UTW,Unitary Authority Ward,CITY_OF_LEICESTER_(B),country:gb/country:eng/uta:e06000016,country:gb/country:eng/uta:e06000016/utw:e05010458
Aylestone Ward,E05010459,UTW,Unitary Authority Ward,CITY_OF_LEICESTER_(B),country:gb/country:eng/uta:e06000016,country:gb/country:eng/uta:e06000016/utw:e05010459
Beaumont Leys Ward,E05010460,UTW,Unitary Authority Ward,CITY_OF_LEICESTER_(B),country:gb/country:eng/uta:e06000016,country:gb/country:eng/uta:e06000016/utw:e05010460
Belgrave Ward,E05010461,UTW,Unitary Authority Ward,CITY_OF_LEICESTER_(B),country:gb/country:eng/uta:e06000016,country:gb/country:eng/uta:e06000016/utw:e05010461
Braunstone Park & Rowley Fields Ward,E05010462,UTW,Unitary Authority Ward,CITY_OF_LEICESTER_(B),country:gb/country:eng/uta:e06000016,country:gb/country:eng/uta:e06000016/utw:e05010462
Castle Ward,E05010463,UTW,Unitary Authority Ward,CITY_OF_LEICESTER_(B),country:gb/country:eng/uta:e06000016,country:gb/country:eng/uta:e06000016/utw:e05010463
Evington Ward,E05010464,UTW,Unitary Authority Ward,CITY_OF_LEICESTER_(B),country:gb/country:eng/uta:e06000016,country:gb/country:eng/uta:e06000016/utw:e05010464
Eyres Monsell Ward,E05010465,UTW,Unitary Authority Ward,CITY_OF_LEICESTER_(B),country:gb/country:eng/uta:e06000016,country:gb/country:eng/uta:e06000016/utw:e05010465
Fosse Ward,E05010466,UTW,Unitary Authority Ward,CITY_OF_LEICESTER_(B),country:gb/country:eng/uta:e06000016,country:gb/country:eng/uta:e06000016/utw:e05010466
Humberstone & Hamilton Ward,E05010467,UTW,Unitary Authority Ward,CITY_OF_LEICESTER_(B),country:gb/country:eng/uta:e06000016,country:gb/country:eng/uta:e06000016/utw:e05010467
Knighton Ward,E05010468,UTW,Unitary Authority Ward,CITY_OF_LEICESTER_(B),country:gb/country:eng/uta:e06000016,country:gb/country:eng/uta:e06000016/utw:e05010468
North Evington Ward,E05010469,UTW,Unitary Authority Ward,CITY_OF_LEICESTER_(B),country:gb/country:eng/uta:e06000016,country:gb/country:eng/uta:e06000016/utw:e05010469
Rushey Mead Ward,E05010470,UTW,Unitary Authority Ward,CITY_OF_LEICESTER_(B),country:gb/country:eng/uta:e06000016,country:gb/country:eng/uta:e06000016/utw:e05010470
Saffron Ward,E05010471,UTW,Unitary Authority Ward,CITY_OF_LEICESTER_(B),country:gb/country:eng/uta:e06000016,country:gb/country:eng/uta:e06000016/utw:e05010471
Spinney Hills Ward,E05010472,UTW,Unitary Authority Ward,CITY_OF_LEICESTER_(B),country:gb/country:eng/uta:e06000016,country:gb/country:eng/uta:e06000016/utw:e05010472
Stoneygate Ward,E05010473,UTW,Unitary Authority Ward,CITY_OF_LEICESTER_(B),country:gb/country:eng/uta:e06000016,country:gb/country:eng/uta:e06000016/utw:e05010473
Thurncourt Ward,E05010474,UTW,Unitary Authority Ward,CITY_OF_LEICESTER_(B),country:gb/country:eng/uta:e06000016,country:gb/country:eng/uta:e06000016/utw:e05010474
Troon Ward,E05010475,UTW,Unitary Authority Ward,CITY_OF_LEICESTER_(B),country:gb/country:eng/uta:e06000016,country:gb/country:eng/uta:e06000016/utw:e05010475
Westcotes Ward,E05010476,UTW,Unitary Authority Ward,CITY_OF_LEICESTER_(B),country:gb/country:eng/uta:e06000016,country:gb/country:eng/uta:e06000016/utw:e05010476
Western Ward,E05010477,UTW,Unitary Authority Ward,CITY_OF_LEICESTER_(B),country:gb/country:eng/uta:e06000016,country:gb/country:eng/uta:e06000016/utw:e05010477
Wycliffe Ward,E05010478,UTW,Unitary Authority Ward,CITY_OF_LEICESTER_(B),country:gb/country:eng/uta:e06000016,country:gb/country:eng/uta:e06000016/utw:e05010478
Arboretum Ward,E05001822,UTW,Unitary Authority Ward,CITY_OF_NOTTINGHAM_(B),country:gb/country:eng/uta:e06000018,country:gb/country:eng/uta:e06000018/utw:e05001822
Aspley Ward,E05001823,UTW,Unitary Authority Ward,CITY_OF_NOTTINGHAM_(B),country:gb/country:eng/uta:e06000018,country:gb/country:eng/uta:e06000018/utw:e05001823
Basford Ward,E05001824,UTW,Unitary Authority Ward,CITY_OF_NOTTINGHAM_(B),country:gb/country:eng/uta:e06000018,country:gb/country:eng/uta:e06000018/utw:e05001824
Berridge Ward,E05001825,UTW,Unitary Authority Ward,CITY_OF_NOTTINGHAM_(B),country:gb/country:eng/uta:e06000018,country:gb/country:eng/uta:e06000018/utw:e05001825
Bestwood Ward,E05001826,UTW,Unitary Authority Ward,CITY_OF_NOTTINGHAM_(B),country:gb/country:eng/uta:e06000018,country:gb/country:eng/uta:e06000018/utw:e05001826
Bilborough Ward,E05001827,UTW,Unitary Authority Ward,CITY_OF_NOTTINGHAM_(B),country:gb/country:eng/uta:e06000018,country:gb/country:eng/uta:e06000018/utw:e05001827
Bridge Ward,E05001828,UTW,Unitary Authority Ward,CITY_OF_NOTTINGHAM_(B),country:gb/country:eng/uta:e06000018,country:gb/country:eng/uta:e06000018/utw:e05001828
Bulwell Forest Ward,E05001830,UTW,Unitary Authority Ward,CITY_OF_NOTTINGHAM_(B),country:gb/country:eng/uta:e06000018,country:gb/country:eng/uta:e06000018/utw:e05001830
Bulwell Ward,E05001829,UTW,Unitary Authority Ward,CITY_OF_NOTTINGHAM_(B),country:gb/country:eng/uta:e06000018,country:gb/country:eng/uta:e06000018/utw:e05001829
Clifton North Ward,E05001831,UTW,Unitary Authority Ward,CITY_OF_NOTTINGHAM_(B),country:gb/country:eng/uta:e06000018,country:gb/country:eng/uta:e06000018/utw:e05001831
Clifton South Ward,E05001832,UTW,Unitary Authority Ward,CITY_OF_NOTTINGHAM_(B),country:gb/country:eng/uta:e06000018,country:gb/country:eng/uta:e06000018/utw:e05001832
Dales Ward,E05001833,UTW,Unitary Authority Ward,CITY_OF_NOTTINGHAM_(B),country:gb/country:eng/uta:e06000018,country:gb/country:eng/uta:e06000018/utw:e05001833
Dunkirk and Lenton Ward,E05001834,UTW,Unitary Authority Ward,CITY_OF_NOTTINGHAM_(B),country:gb/country:eng/uta:e06000018,country:gb/country:eng/uta:e06000018/utw:e05001834
Leen Valley Ward,E05001835,UTW,Unitary Authority Ward,CITY_OF_NOTTINGHAM_(B),country:gb/country:eng/uta:e06000018,country:gb/country:eng/uta:e06000018/utw:e05001835
Mapperley Ward,E05001836,UTW,Unitary Authority Ward,CITY_OF_NOTTINGHAM_(B),country:gb/country:eng/uta:e06000018,country:gb/country:eng/uta:e06000018/utw:e05001836
Radford and Park Ward,E05001837,UTW,Unitary Authority Ward,CITY_OF_NOTTINGHAM_(B),country:gb/country:eng/uta:e06000018,country:gb/country:eng/uta:e06000018/utw:e05001837
Sherwood Ward,E05001839,UTW,Unitary Authority Ward,CITY_OF_NOTTINGHAM_(B),country:gb/country:eng/uta:e06000018,country:gb/country:eng/uta:e06000018/utw:e05001839
St. Ann's Ward,E05001838,UTW,Unitary Authority Ward,CITY_OF_NOTTINGHAM_(B),country:gb/country:eng/uta:e06000018,country:gb/country:eng/uta:e06000018/utw:e05001838
Wollaton East and Lenton Abbey Ward,E05001840,UTW,Unitary Authority Ward,CITY_OF_NOTTINGHAM_(B),country:gb/country:eng/uta:e06000018,country:gb/country:eng/uta:e06000018/utw:e05001840
Wollaton West Ward,E05001841,UTW,Unitary Authority Ward,CITY_OF_NOTTINGHAM_(B),country:gb/country:eng/uta:e06000018,country:gb/country:eng/uta:e06000018/utw:e05001841
Budshead Ward,E05002078,UTW,Unitary Authority Ward,CITY_OF_PLYMOUTH_(B),country:gb/country:eng/uta:e06000026,country:gb/country:eng/uta:e06000026/utw:e05002078
Compton Ward,E05002079,UTW,Unitary Authority Ward,CITY_OF_PLYMOUTH_(B),country:gb/country:eng/uta:e06000026,country:gb/country:eng/uta:e06000026/utw:e05002079
Devonport Ward,E05002080,UTW,Unitary Authority Ward,CITY_OF_PLYMOUTH_(B),country:gb/country:eng/uta:e06000026,country:gb/country:eng/uta:e06000026/utw:e05002080
Drake Ward,E05002081,UTW,Unitary Authority Ward,CITY_OF_PLYMOUTH_(B),country:gb/country:eng/uta:e06000026,country:gb/country:eng/uta:e06000026/utw:e05002081
Efford and Lipson Ward,E05002082,UTW,Unitary Authority Ward,CITY_OF_PLYMOUTH_(B),country:gb/country:eng/uta:e06000026,country:gb/country:eng/uta:e06000026/utw:e05002082
Eggbuckland Ward,E05002083,UTW,Unitary Authority Ward,CITY_OF_PLYMOUTH_(B),country:gb/country:eng/uta:e06000026,country:gb/country:eng/uta:e06000026/utw:e05002083
Ham Ward,E05002084,UTW,Unitary Authority Ward,CITY_OF_PLYMOUTH_(B),country:gb/country:eng/uta:e06000026,country:gb/country:eng/uta:e06000026/utw:e05002084
Honicknowle Ward,E05002085,UTW,Unitary Authority Ward,CITY_OF_PLYMOUTH_(B),country:gb/country:eng/uta:e06000026,country:gb/country:eng/uta:e06000026/utw:e05002085
Moor View Ward,E05002086,UTW,Unitary Authority Ward,CITY_OF_PLYMOUTH_(B),country:gb/country:eng/uta:e06000026,country:gb/country:eng/uta:e06000026/utw:e05002086
Peverell Ward,E05002087,UTW,Unitary Authority Ward,CITY_OF_PLYMOUTH_(B),country:gb/country:eng/uta:e06000026,country:gb/country:eng/uta:e06000026/utw:e05002087
Plympton Chaddlewood Ward,E05002088,UTW,Unitary Authority Ward,CITY_OF_PLYMOUTH_(B),country:gb/country:eng/uta:e06000026,country:gb/country:eng/uta:e06000026/utw:e05002088
Plympton Erle Ward,E05002089,UTW,Unitary Authority Ward,CITY_OF_PLYMOUTH_(B),country:gb/country:eng/uta:e06000026,country:gb/country:eng/uta:e06000026/utw:e05002089
Plympton St. Mary Ward,E05002090,UTW,Unitary Authority Ward,CITY_OF_PLYMOUTH_(B),country:gb/country:eng/uta:e06000026,country:gb/country:eng/uta:e06000026/utw:e05002090
Plymstock Dunstone Ward,E05002091,UTW,Unitary Authority Ward,CITY_OF_PLYMOUTH_(B),country:gb/country:eng/uta:e06000026,country:gb/country:eng/uta:e06000026/utw:e05002091
Plymstock Radford Ward,E05002092,UTW,Unitary Authority Ward,CITY_OF_PLYMOUTH_(B),country:gb/country:eng/uta:e06000026,country:gb/country:eng/uta:e06000026/utw:e05002092
Southway Ward,E05002095,UTW,Unitary Authority Ward,CITY_OF_PLYMOUTH_(B),country:gb/country:eng/uta:e06000026,country:gb/country:eng/uta:e06000026/utw:e05002095
St. Budeaux Ward,E05002093,UTW,Unitary Authority Ward,CITY_OF_PLYMOUTH_(B),country:gb/country:eng/uta:e06000026,country:gb/country:eng/uta:e06000026/utw:e05002093
St. Peter and the Waterfront Ward,E05002094,UTW,Unitary Authority Ward,CITY_OF_PLYMOUTH_(B),country:gb/country:eng/uta:e06000026,country:gb/country:eng/uta:e06000026/utw:e05002094
Stoke Ward,E05002096,UTW,Unitary Authority Ward,CITY_OF_PLYMOUTH_(B),country:gb/country:eng/uta:e06000026,country:gb/country:eng/uta:e06000026/utw:e05002096
Sutton and Mount Gould Ward,E05002097,UTW,Unitary Authority Ward,CITY_OF_PLYMOUTH_(B),country:gb/country:eng/uta:e06000026,country:gb/country:eng/uta:e06000026/utw:e05002097
Bargate Ward,E05002455,UTW,Unitary Authority Ward,CITY_OF_SOUTHAMPTON_(B),country:gb/country:eng/uta:e06000045,country:gb/country:eng/uta:e06000045/utw:e05002455
Bassett Ward,E05002456,UTW,Unitary Authority Ward,CITY_OF_SOUTHAMPTON_(B),country:gb/country:eng/uta:e06000045,country:gb/country:eng/uta:e06000045/utw:e05002456
Bevois Ward,E05002457,UTW,Unitary Authority Ward,CITY_OF_SOUTHAMPTON_(B),country:gb/country:eng/uta:e06000045,country:gb/country:eng/uta:e06000045/utw:e05002457
Bitterne Park Ward,E05002459,UTW,Unitary Authority Ward,CITY_OF_SOUTHAMPTON_(B),country:gb/country:eng/uta:e06000045,country:gb/country:eng/uta:e06000045/utw:e05002459
Bitterne Ward,E05002458,UTW,Unitary Authority Ward,CITY_OF_SOUTHAMPTON_(B),country:gb/country:eng/uta:e06000045,country:gb/country:eng/uta:e06000045/utw:e05002458
Coxford Ward,E05002460,UTW,Unitary Authority Ward,CITY_OF_SOUTHAMPTON_(B),country:gb/country:eng/uta:e06000045,country:gb/country:eng/uta:e06000045/utw:e05002460
Freemantle Ward,E05002461,UTW,Unitary Authority Ward,CITY_OF_SOUTHAMPTON_(B),country:gb/country:eng/uta:e06000045,country:gb/country:eng/uta:e06000045/utw:e05002461
Harefield Ward,E05002462,UTW,Unitary Authority Ward,CITY_OF_SOUTHAMPTON_(B),country:gb/country:eng/uta:e06000045,country:gb/country:eng/uta:e06000045/utw:e05002462
Millbrook Ward,E05002463,UTW,Unitary Authority Ward,CITY_OF_SOUTHAMPTON_(B),country:gb/country:eng/uta:e06000045,country:gb/country:eng/uta:e06000045/utw:e05002463
Peartree Ward,E05002464,UTW,Unitary Authority Ward,CITY_OF_SOUTHAMPTON_(B),country:gb/country:eng/uta:e06000045,country:gb/country:eng/uta:e06000045/utw:e05002464
Portswood Ward,E05002465,UTW,Unitary Authority Ward,CITY_OF_SOUTHAMPTON_(B),country:gb/country:eng/uta:e06000045,country:gb/country:eng/uta:e06000045/utw:e05002465
Redbridge Ward,E05002466,UTW,Unitary Authority Ward,CITY_OF_SOUTHAMPTON_(B),country:gb/country:eng/uta:e06000045,country:gb/country:eng/uta:e06000045/utw:e05002466
Shirley Ward,E05002467,UTW,Unitary Authority Ward,CITY_OF_SOUTHAMPTON_(B),country:gb/country:eng/uta:e06000045,country:gb/country:eng/uta:e06000045/utw:e05002467
Sholing Ward,E05002468,UTW,Unitary Authority Ward,CITY_OF_SOUTHAMPTON_(B),country:gb/country:eng/uta:e06000045,country:gb/country:eng/uta:e06000045/utw:e05002468
Swaythling Ward,E05002469,UTW,Unitary Authority Ward,CITY_OF_SOUTHAMPTON_(B),country:gb/country:eng/uta:e06000045,country:gb/country:eng/uta:e06000045/utw:e05002469
Woolston Ward,E05002470,UTW,Unitary Authority Ward,CITY_OF_SOUTHAMPTON_(B),country:gb/country:eng/uta:e06000045,country:gb/country:eng/uta:e06000045/utw:e05002470
Abbey Hulton and Townsend Ward,E05008714,UTW,Unitary Authority Ward,CITY_OF_STOKE-ON-TRENT_(B),country:gb/country:eng/uta:e06000021,country:gb/country:eng/uta:e06000021/utw:e05008714
"Baddeley, Milton and Norton Ward",E05008715,UTW,Unitary Authority Ward,CITY_OF_STOKE-ON-TRENT_(B),country:gb/country:eng/uta:e06000021,country:gb/country:eng/uta:e06000021/utw:e05008715
Bentilee and Ubberley Ward,E05008716,UTW,Unitary Authority Ward,CITY_OF_STOKE-ON-TRENT_(B),country:gb/country:eng/uta:e06000021,country:gb/country:eng/uta:e06000021/utw:e05008716
Birches Head and Central Forest Park Ward,E05008717,UTW,Unitary Authority Ward,CITY_OF_STOKE-ON-TRENT_(B),country:gb/country:eng/uta:e06000021,country:gb/country:eng/uta:e06000021/utw:e05008717
Blurton East Ward,E05008718,UTW,Unitary Authority Ward,CITY_OF_STOKE-ON-TRENT_(B),country:gb/country:eng/uta:e06000021,country:gb/country:eng/uta:e06000021/utw:e05008718
Blurton West and Newstead Ward,E05008719,UTW,Unitary Authority Ward,CITY_OF_STOKE-ON-TRENT_(B),country:gb/country:eng/uta:e06000021,country:gb/country:eng/uta:e06000021/utw:e05008719
Boothen and Oak Hill Ward,E05008720,UTW,Unitary Authority Ward,CITY_OF_STOKE-ON-TRENT_(B),country:gb/country:eng/uta:e06000021,country:gb/country:eng/uta:e06000021/utw:e05008720
Bradeley and Chell Heath Ward,E05008721,UTW,Unitary Authority Ward,CITY_OF_STOKE-ON-TRENT_(B),country:gb/country:eng/uta:e06000021,country:gb/country:eng/uta:e06000021/utw:e05008721
Broadway and Longton East Ward,E05008722,UTW,Unitary Authority Ward,CITY_OF_STOKE-ON-TRENT_(B),country:gb/country:eng/uta:e06000021,country:gb/country:eng/uta:e06000021/utw:e05008722
Burslem Central Ward,E05008723,UTW,Unitary Authority Ward,CITY_OF_STOKE-ON-TRENT_(B),country:gb/country:eng/uta:e06000021,country:gb/country:eng/uta:e06000021/utw:e05008723
Burslem Park Ward,E05008724,UTW,Unitary Authority Ward,CITY_OF_STOKE-ON-TRENT_(B),country:gb/country:eng/uta:e06000021,country:gb/country:eng/uta:e06000021/utw:e05008724
Dresden and Florence Ward,E05008725,UTW,Unitary Authority Ward,CITY_OF_STOKE-ON-TRENT_(B),country:gb/country:eng/uta:e06000021,country:gb/country:eng/uta:e06000021/utw:e05008725
Eaton Park Ward,E05008726,UTW,Unitary Authority Ward,CITY_OF_STOKE-ON-TRENT_(B),country:gb/country:eng/uta:e06000021,country:gb/country:eng/uta:e06000021/utw:e05008726
Etruria and Hanley Ward,E05008727,UTW,Unitary Authority Ward,CITY_OF_STOKE-ON-TRENT_(B),country:gb/country:eng/uta:e06000021,country:gb/country:eng/uta:e06000021/utw:e05008727
Fenton East Ward,E05008728,UTW,Unitary Authority Ward,CITY_OF_STOKE-ON-TRENT_(B),country:gb/country:eng/uta:e06000021,country:gb/country:eng/uta:e06000021/utw:e05008728
Fenton West and Mount Pleasant Ward,E05008729,UTW,Unitary Authority Ward,CITY_OF_STOKE-ON-TRENT_(B),country:gb/country:eng/uta:e06000021,country:gb/country:eng/uta:e06000021/utw:e05008729
Ford Green and Smallthorne Ward,E05008730,UTW,Unitary Authority Ward,CITY_OF_STOKE-ON-TRENT_(B),country:gb/country:eng/uta:e06000021,country:gb/country:eng/uta:e06000021/utw:e05008730
Goldenhill and Sandyford Ward,E05008731,UTW,Unitary Authority Ward,CITY_OF_STOKE-ON-TRENT_(B),country:gb/country:eng/uta:e06000021,country:gb/country:eng/uta:e06000021/utw:e05008731
Great Chell and Packmoor Ward,E05008732,UTW,Unitary Authority Ward,CITY_OF_STOKE-ON-TRENT_(B),country:gb/country:eng/uta:e06000021,country:gb/country:eng/uta:e06000021/utw:e05008732
Hanford and Trentham Ward,E05008733,UTW,Unitary Authority Ward,CITY_OF_STOKE-ON-TRENT_(B),country:gb/country:eng/uta:e06000021,country:gb/country:eng/uta:e06000021/utw:e05008733
Hanley Park and Shelton Ward,E05008734,UTW,Unitary Authority Ward,CITY_OF_STOKE-ON-TRENT_(B),country:gb/country:eng/uta:e06000021,country:gb/country:eng/uta:e06000021/utw:e05008734
Hartshill and Basford Ward,E05008735,UTW,Unitary Authority Ward,CITY_OF_STOKE-ON-TRENT_(B),country:gb/country:eng/uta:e06000021,country:gb/country:eng/uta:e06000021/utw:e05008735
Hollybush and Longton West Ward,E05008736,UTW,Unitary Authority Ward,CITY_OF_STOKE-ON-TRENT_(B),country:gb/country:eng/uta:e06000021,country:gb/country:eng/uta:e06000021/utw:e05008736
Joiner's Square Ward,E05008737,UTW,Unitary Authority Ward,CITY_OF_STOKE-ON-TRENT_(B),country:gb/country:eng/uta:e06000021,country:gb/country:eng/uta:e06000021/utw:e05008737
Lightwood North and Normacot Ward,E05008738,UTW,Unitary Authority Ward,CITY_OF_STOKE-ON-TRENT_(B),country:gb/country:eng/uta:e06000021,country:gb/country:eng/uta:e06000021/utw:e05008738
Little Chell and Stanfield Ward,E05008739,UTW,Unitary Authority Ward,CITY_OF_STOKE-ON-TRENT_(B),country:gb/country:eng/uta:e06000021,country:gb/country:eng/uta:e06000021/utw:e05008739
Meir Hay Ward,E05008740,UTW,Unitary Authority Ward,CITY_OF_STOKE-ON-TRENT_(B),country:gb/country:eng/uta:e06000021,country:gb/country:eng/uta:e06000021/utw:e05008740
Meir North Ward,E05008741,UTW,Unitary Authority Ward,CITY_OF_STOKE-ON-TRENT_(B),country:gb/country:eng/uta:e06000021,country:gb/country:eng/uta:e06000021/utw:e05008741
Meir Park Ward,E05008742,UTW,Unitary Authority Ward,CITY_OF_STOKE-ON-TRENT_(B),country:gb/country:eng/uta:e06000021,country:gb/country:eng/uta:e06000021/utw:e05008742
Meir South Ward,E05008743,UTW,Unitary Authority Ward,CITY_OF_STOKE-ON-TRENT_(B),country:gb/country:eng/uta:e06000021,country:gb/country:eng/uta:e06000021/utw:e05008743
Moorcroft Ward,E05008744,UTW,Unitary Authority Ward,CITY_OF_STOKE-ON-TRENT_(B),country:gb/country:eng/uta:e06000021,country:gb/country:eng/uta:e06000021/utw:e05008744
Penkhull and Stoke Ward,E05008745,UTW,Unitary Authority Ward,CITY_OF_STOKE-ON-TRENT_(B),country:gb/country:eng/uta:e06000021,country:gb/country:eng/uta:e06000021/utw:e05008745
Sandford Hill Ward,E05008746,UTW,Unitary Authority Ward,CITY_OF_STOKE-ON-TRENT_(B),country:gb/country:eng/uta:e06000021,country:gb/country:eng/uta:e06000021/utw:e05008746
Sneyd Green Ward,E05008747,UTW,Unitary Authority Ward,CITY_OF_STOKE-ON-TRENT_(B),country:gb/country:eng/uta:e06000021,country:gb/country:eng/uta:e06000021/utw:e05008747
Springfields and Trent Vale Ward,E05008748,UTW,Unitary Authority Ward,CITY_OF_STOKE-ON-TRENT_(B),country:gb/country:eng/uta:e06000021,country:gb/country:eng/uta:e06000021/utw:e05008748
Tunstall Ward,E05008749,UTW,Unitary Authority Ward,CITY_OF_STOKE-ON-TRENT_(B),country:gb/country:eng/uta:e06000021,country:gb/country:eng/uta:e06000021/utw:e05008749
Weston Coyney Ward,E05008750,UTW,Unitary Authority Ward,CITY_OF_STOKE-ON-TRENT_(B),country:gb/country:eng/uta:e06000021,country:gb/country:eng/uta:e06000021/utw:e05008750
Abbey Road Ward,E05000630,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000033,country:gb/country:eng/lbo:e09000033/lbw:e05000630
Bayswater Ward,E05000631,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000033,country:gb/country:eng/lbo:e09000033/lbw:e05000631
Bryanston and Dorset Square Ward,E05000632,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000033,country:gb/country:eng/lbo:e09000033/lbw:e05000632
Church Street Ward,E05000634,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000033,country:gb/country:eng/lbo:e09000033/lbw:e05000634
Churchill Ward,E05000633,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000033,country:gb/country:eng/lbo:e09000033/lbw:e05000633
Harrow Road Ward,E05000635,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000033,country:gb/country:eng/lbo:e09000033/lbw:e05000635
Hyde Park Ward,E05000636,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000033,country:gb/country:eng/lbo:e09000033/lbw:e05000636
Knightsbridge and Belgravia Ward,E05000637,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000033,country:gb/country:eng/lbo:e09000033/lbw:e05000637
Lancaster Gate Ward,E05000638,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000033,country:gb/country:eng/lbo:e09000033/lbw:e05000638
Little Venice Ward,E05000639,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000033,country:gb/country:eng/lbo:e09000033/lbw:e05000639
Maida Vale Ward,E05000640,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000033,country:gb/country:eng/lbo:e09000033/lbw:e05000640
Marylebone High Street Ward,E05000641,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000033,country:gb/country:eng/lbo:e09000033/lbw:e05000641
Queen's Park Ward,E05000642,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000033,country:gb/country:eng/lbo:e09000033/lbw:e05000642
Regent's Park Ward,E05000643,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000033,country:gb/country:eng/lbo:e09000033/lbw:e05000643
St. James's Ward,E05000644,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000033,country:gb/country:eng/lbo:e09000033/lbw:e05000644
Tachbrook Ward,E05000645,LBW,London Borough Ward,GREATER_LONDON_AUTHORITY,country:gb/country:eng/lbo:e09000033,country:gb/country:eng/lbo:e09000033/lbw:e05000645
