NAME,CODE,MS_FB,MS_FB_PARE,WIKIDATA
Stantonbury Ward,E05009420,country:gb/country:eng/uta:e06000042/utw:e05009420,country:gb/country:eng/uta:e06000042,Q56613026
Stony Stratford Ward,E05009421,country:gb/country:eng/uta:e06000042/utw:e05009421,country:gb/country:eng/uta:e06000042,Q56613027
Tattenhoe Ward,E05009422,country:gb/country:eng/uta:e06000042/utw:e05009422,country:gb/country:eng/uta:e06000042,Q56613028
Wolverton Ward,E05009423,country:gb/country:eng/uta:e06000042/utw:e05009423,country:gb/country:eng/uta:e06000042,Q56613029
Woughton & Fishermead Ward,E05009424,country:gb/country:eng/uta:e06000042/utw:e05009424,country:gb/country:eng/uta:e06000042,Q56613030
Brunswick and Adelaide Ward,E05002420,country:gb/country:eng/uta:e06000043/utw:e05002420,country:gb/country:eng/uta:e06000043,Q56573524
Central Hove Ward,E05002421,country:gb/country:eng/uta:e06000043/utw:e05002421,country:gb/country:eng/uta:e06000043,Q56573525
East Brighton Ward,E05002422,country:gb/country:eng/uta:e06000043/utw:e05002422,country:gb/country:eng/uta:e06000043,Q56573526
Goldsmid Ward,E05002423,country:gb/country:eng/uta:e06000043/utw:e05002423,country:gb/country:eng/uta:e06000043,Q56573528
Hangleton and Knoll Ward,E05002424,country:gb/country:eng/uta:e06000043/utw:e05002424,country:gb/country:eng/uta:e06000043,Q56573529
Hanover and Elm Grove Ward,E05002425,country:gb/country:eng/uta:e06000043/utw:e05002425,country:gb/country:eng/uta:e06000043,Q56573530
Hollingdean and Stanmer Ward,E05002426,country:gb/country:eng/uta:e06000043/utw:e05002426,country:gb/country:eng/uta:e06000043,Q56573531
Moulsecoomb and Bevendean Ward,E05002427,country:gb/country:eng/uta:e06000043/utw:e05002427,country:gb/country:eng/uta:e06000043,Q56573534
North Portslade Ward,E05002428,country:gb/country:eng/uta:e06000043/utw:e05002428,country:gb/country:eng/uta:e06000043,Q56573538
Patcham Ward,E05002429,country:gb/country:eng/uta:e06000043/utw:e05002429,country:gb/country:eng/uta:e06000043,Q56573539
Preston Park Ward,E05002430,country:gb/country:eng/uta:e06000043/utw:e05002430,country:gb/country:eng/uta:e06000043,Q56573540
Queen's Park Ward,E05002431,country:gb/country:eng/uta:e06000043/utw:e05002431,country:gb/country:eng/uta:e06000043,Q56573542
Regency Ward,E05002432,country:gb/country:eng/uta:e06000043/utw:e05002432,country:gb/country:eng/uta:e06000043,Q56573543
Rottingdean Coastal Ward,E05002433,country:gb/country:eng/uta:e06000043/utw:e05002433,country:gb/country:eng/uta:e06000043,Q56573544
St. Peter's and North Laine Ward,E05002434,country:gb/country:eng/uta:e06000043/utw:e05002434,country:gb/country:eng/uta:e06000043,Q56573547
South Portslade Ward,E05002435,country:gb/country:eng/uta:e06000043/utw:e05002435,country:gb/country:eng/uta:e06000043,Q56573545
Hove Park Ward,E05002436,country:gb/country:eng/uta:e06000043/utw:e05002436,country:gb/country:eng/uta:e06000043,Q56573532
Westbourne Ward,E05002437,country:gb/country:eng/uta:e06000043/utw:e05002437,country:gb/country:eng/uta:e06000043,Q56573549
Wish Ward,E05002438,country:gb/country:eng/uta:e06000043/utw:e05002438,country:gb/country:eng/uta:e06000043,Q56573552
Withdean Ward,E05002439,country:gb/country:eng/uta:e06000043/utw:e05002439,country:gb/country:eng/uta:e06000043,Q56573553
Woodingdean Ward,E05002440,country:gb/country:eng/uta:e06000043/utw:e05002440,country:gb/country:eng/uta:e06000043,Q56573554
Bargate Ward,E05002455,country:gb/country:eng/uta:e06000045/utw:e05002455,country:gb/country:eng/uta:e06000045,Q4860549
Bassett Ward,E05002456,country:gb/country:eng/uta:e06000045/utw:e05002456,country:gb/country:eng/uta:e06000045,Q56649034
Bevois Ward,E05002457,country:gb/country:eng/uta:e06000045/utw:e05002457,country:gb/country:eng/uta:e06000045,Q4899692
Bitterne Ward,E05002458,country:gb/country:eng/uta:e06000045/utw:e05002458,country:gb/country:eng/uta:e06000045,Q56649036
Bitterne Park Ward,E05002459,country:gb/country:eng/uta:e06000045/utw:e05002459,country:gb/country:eng/uta:e06000045,Q56649035
Coxford Ward,E05002460,country:gb/country:eng/uta:e06000045/utw:e05002460,country:gb/country:eng/uta:e06000045,Q5179947
Freemantle Ward,E05002461,country:gb/country:eng/uta:e06000045/utw:e05002461,country:gb/country:eng/uta:e06000045,Q56649037
Harefield Ward,E05002462,country:gb/country:eng/uta:e06000045/utw:e05002462,country:gb/country:eng/uta:e06000045,Q56649038
Millbrook Ward,E05002463,country:gb/country:eng/uta:e06000045/utw:e05002463,country:gb/country:eng/uta:e06000045,Q56649039
Peartree Ward,E05002464,country:gb/country:eng/uta:e06000045/utw:e05002464,country:gb/country:eng/uta:e06000045,Q7158386
Portswood Ward,E05002465,country:gb/country:eng/uta:e06000045/utw:e05002465,country:gb/country:eng/uta:e06000045,Q56649040
Redbridge Ward,E05002466,country:gb/country:eng/uta:e06000045/utw:e05002466,country:gb/country:eng/uta:e06000045,Q56649041
Shirley Ward,E05002467,country:gb/country:eng/uta:e06000045/utw:e05002467,country:gb/country:eng/uta:e06000045,Q56649042
Sholing Ward,E05002468,country:gb/country:eng/uta:e06000045/utw:e05002468,country:gb/country:eng/uta:e06000045,Q56649045
Swaythling Ward,E05002469,country:gb/country:eng/uta:e06000045/utw:e05002469,country:gb/country:eng/uta:e06000045,Q56649046
Woolston Ward,E05002470,country:gb/country:eng/uta:e06000045/utw:e05002470,country:gb/country:eng/uta:e06000045,Q56649047
Almond Ward,S13002919,country:gb/country:sct/uta:s12000036/utw:s13002919,country:gb/country:sct/uta:s12000036,Q56578220
Pentland Hills Ward,S13002920,country:gb/country:sct/uta:s12000036/utw:s13002920,country:gb/country:sct/uta:s12000036,Q56574035
Drum Brae/Gyle Ward,S13002921,country:gb/country:sct/uta:s12000036/utw:s13002921,country:gb/country:sct/uta:s12000036,Q56574021
Forth Ward,S13002922,country:gb/country:sct/uta:s12000036/utw:s13002922,country:gb/country:sct/uta:s12000036,Q56574022
Inverleith Ward,S13002923,country:gb/country:sct/uta:s12000036/utw:s13002923,country:gb/country:sct/uta:s12000036,Q56574025
Corstorphine/Murrayfield Ward,S13002924,country:gb/country:sct/uta:s12000036/utw:s13002924,country:gb/country:sct/uta:s12000036,Q56574019
Sighthill/Gorgie Ward,S13002925,country:gb/country:sct/uta:s12000036/utw:s13002925,country:gb/country:sct/uta:s12000036,Q56574037
Colinton/Fairmilehead Ward,S13002926,country:gb/country:sct/uta:s12000036/utw:s13002926,country:gb/country:sct/uta:s12000036,Q56574018
Fountainbridge/Craiglockhart Ward,S13002927,country:gb/country:sct/uta:s12000036/utw:s13002927,country:gb/country:sct/uta:s12000036,Q56574024
Morningside Ward,S13002928,country:gb/country:sct/uta:s12000036/utw:s13002928,country:gb/country:sct/uta:s12000036,Q56574034
City Centre Ward,S13002929,country:gb/country:sct/uta:s12000036/utw:s13002929,country:gb/country:sct/uta:s12000036,Q56574017
Leith Walk Ward,S13002930,country:gb/country:sct/uta:s12000036/utw:s13002930,country:gb/country:sct/uta:s12000036,Q56574027
Leith Ward,S13002931,country:gb/country:sct/uta:s12000036/utw:s13002931,country:gb/country:sct/uta:s12000036,Q56574031
Craigentinny/Duddingston Ward,S13002932,country:gb/country:sct/uta:s12000036/utw:s13002932,country:gb/country:sct/uta:s12000036,Q56574020
Southside/Newington Ward,S13002933,country:gb/country:sct/uta:s12000036/utw:s13002933,country:gb/country:sct/uta:s12000036,Q56574038
Liberton/Gilmerton Ward,S13002934,country:gb/country:sct/uta:s12000036/utw:s13002934,country:gb/country:sct/uta:s12000036,Q56574032
Portobello/Craigmillar Ward,S13002935,country:gb/country:sct/uta:s12000036/utw:s13002935,country:gb/country:sct/uta:s12000036,Q56574036
Linn Ward,S13002967,country:gb/country:sct/uta:s12000046/utw:s13002967,country:gb/country:sct/uta:s12000046,Q6554496
Newlands/Auldburn Ward,S13002968,country:gb/country:sct/uta:s12000046/utw:s13002968,country:gb/country:sct/uta:s12000046,Q7018331
Greater Pollok Ward,S13002969,country:gb/country:sct/uta:s12000046/utw:s13002969,country:gb/country:sct/uta:s12000046,Q5600724
Cardonald Ward,S13002970,country:gb/country:sct/uta:s12000046/utw:s13002970,country:gb/country:sct/uta:s12000046,Q56611896
Govan Ward,S13002971,country:gb/country:sct/uta:s12000046/utw:s13002971,country:gb/country:sct/uta:s12000046,Q5588561
Pollokshields Ward,S13002972,country:gb/country:sct/uta:s12000046/utw:s13002972,country:gb/country:sct/uta:s12000046,Q56611902
Langside Ward,S13002973,country:gb/country:sct/uta:s12000046/utw:s13002973,country:gb/country:sct/uta:s12000046,Q6486482
Southside Central Ward,S13002974,country:gb/country:sct/uta:s12000046/utw:s13002974,country:gb/country:sct/uta:s12000046,Q7571049
Calton Ward,S13002975,country:gb/country:sct/uta:s12000046/utw:s13002975,country:gb/country:sct/uta:s12000046,Q5023994
Anderston/City/Yorkhill Ward,S13002976,country:gb/country:sct/uta:s12000046/utw:s13002976,country:gb/country:sct/uta:s12000046,Q56611893
Hillhead Ward,S13002977,country:gb/country:sct/uta:s12000046/utw:s13002977,country:gb/country:sct/uta:s12000046,Q5763161
Victoria Park Ward,S13002978,country:gb/country:sct/uta:s12000046/utw:s13002978,country:gb/country:sct/uta:s12000046,Q7926917
Garscadden/Scotstounhill Ward,S13002979,country:gb/country:sct/uta:s12000046/utw:s13002979,country:gb/country:sct/uta:s12000046,Q5524273
Drumchapel/Anniesland Ward,S13002980,country:gb/country:sct/uta:s12000046/utw:s13002980,country:gb/country:sct/uta:s12000046,Q5309132
Maryhill Ward,S13002981,country:gb/country:sct/uta:s12000046/utw:s13002981,country:gb/country:sct/uta:s12000046,Q56611900
Canal Ward,S13002982,country:gb/country:sct/uta:s12000046/utw:s13002982,country:gb/country:sct/uta:s12000046,Q56611895
Springburn/Robroyston Ward,S13002983,country:gb/country:sct/uta:s12000046/utw:s13002983,country:gb/country:sct/uta:s12000046,Q56611903
East Centre Ward,S13002984,country:gb/country:sct/uta:s12000046/utw:s13002984,country:gb/country:sct/uta:s12000046,Q56611898
Shettleston Ward,S13002985,country:gb/country:sct/uta:s12000046/utw:s13002985,country:gb/country:sct/uta:s12000046,Q16934238
Baillieston Ward,S13002986,country:gb/country:sct/uta:s12000046/utw:s13002986,country:gb/country:sct/uta:s12000046,Q56611894
North East Ward,S13002987,country:gb/country:sct/uta:s12000046/utw:s13002987,country:gb/country:sct/uta:s12000046,Q56611901
Dennistoun Ward,S13002988,country:gb/country:sct/uta:s12000046/utw:s13002988,country:gb/country:sct/uta:s12000046,Q56611897
Partick East/Kelvindale Ward,S13002989,country:gb/country:sct/uta:s12000046/utw:s13002989,country:gb/country:sct/uta:s12000046,Q30608168
Adamsdown ED,W05000853,country:gb/country:wls/uta:w06000015/ute:w05000853,country:gb/country:wls/uta:w06000015,Q56649397
Butetown ED,W05000854,country:gb/country:wls/uta:w06000015/ute:w05000854,country:gb/country:wls/uta:w06000015,Q28452604
Caerau ED,W05000855,country:gb/country:wls/uta:w06000015/ute:w05000855,country:gb/country:wls/uta:w06000015,Q56649398
Canton ED,W05000856,country:gb/country:wls/uta:w06000015/ute:w05000856,country:gb/country:wls/uta:w06000015,Q56649399
Cathays ED,W05000857,country:gb/country:wls/uta:w06000015/ute:w05000857,country:gb/country:wls/uta:w06000015,Q5052158
Creigiau/St. Fagans ED,W05000858,country:gb/country:wls/uta:w06000015/ute:w05000858,country:gb/country:wls/uta:w06000015,Q5184033
Ely ED,W05000860,country:gb/country:wls/uta:w06000015/ute:w05000860,country:gb/country:wls/uta:w06000015,Q56649401
Fairwater ED,W05000861,country:gb/country:wls/uta:w06000015/ute:w05000861,country:gb/country:wls/uta:w06000015,Q55611426
Gabalfa ED,W05000862,country:gb/country:wls/uta:w06000015/ute:w05000862,country:gb/country:wls/uta:w06000015,Q56649402
Grangetown ED,W05000863,country:gb/country:wls/uta:w06000015/ute:w05000863,country:gb/country:wls/uta:w06000015,Q42887985
Heath ED,W05000864,country:gb/country:wls/uta:w06000015/ute:w05000864,country:gb/country:wls/uta:w06000015,Q56649403
Lisvane ED,W05000865,country:gb/country:wls/uta:w06000015/ute:w05000865,country:gb/country:wls/uta:w06000015,Q56649404
Llandaff ED,W05000866,country:gb/country:wls/uta:w06000015/ute:w05000866,country:gb/country:wls/uta:w06000015,Q56649405
Llandaff North ED,W05000867,country:gb/country:wls/uta:w06000015/ute:w05000867,country:gb/country:wls/uta:w06000015,Q56649407
Pentyrch ED,W05000871,country:gb/country:wls/uta:w06000015/ute:w05000871,country:gb/country:wls/uta:w06000015,Q56649409
Penylan ED,W05000872,country:gb/country:wls/uta:w06000015/ute:w05000872,country:gb/country:wls/uta:w06000015,Q56649410
Plasnewydd ED,W05000873,country:gb/country:wls/uta:w06000015/ute:w05000873,country:gb/country:wls/uta:w06000015,Q7201997
Radyr ED,W05000875,country:gb/country:wls/uta:w06000015/ute:w05000875,country:gb/country:wls/uta:w06000015,Q55631063
Rhiwbina ED,W05000876,country:gb/country:wls/uta:w06000015/ute:w05000876,country:gb/country:wls/uta:w06000015,Q48815320
Riverside ED,W05000877,country:gb/country:wls/uta:w06000015/ute:w05000877,country:gb/country:wls/uta:w06000015,Q48814456
Splott ED,W05000879,country:gb/country:wls/uta:w06000015/ute:w05000879,country:gb/country:wls/uta:w06000015,Q55633721
Whitchurch and Tongwynlais ED,W05000881,country:gb/country:wls/uta:w06000015/ute:w05000881,country:gb/country:wls/uta:w06000015,Q7994195
Pontprennau/Old St. Mellons ED,W05000900,country:gb/country:wls/uta:w06000015/ute:w05000900,country:gb/country:wls/uta:w06000015,Q7228362
Cyncoed ED,W05001011,country:gb/country:wls/uta:w06000015/ute:w05001011,country:gb/country:wls/uta:w06000015,Q56649400
Llanishen ED,W05001012,country:gb/country:wls/uta:w06000015/ute:w05001012,country:gb/country:wls/uta:w06000015,Q48815139
Llanrumney ED,W05001013,country:gb/country:wls/uta:w06000015/ute:w05001013,country:gb/country:wls/uta:w06000015,Q56649408
Pentwyn ED,W05001014,country:gb/country:wls/uta:w06000015/ute:w05001014,country:gb/country:wls/uta:w06000015,Q55629457
Rumney ED,W05001015,country:gb/country:wls/uta:w06000015/ute:w05001015,country:gb/country:wls/uta:w06000015,Q56649411
Trowbridge ED,W05001016,country:gb/country:wls/uta:w06000015/ute:w05001016,country:gb/country:wls/uta:w06000015,Q56649412
Balmoral,N10000301,country:gb/province:nir/lgd:n09000003/lea:N10000301,country:gb/province:nir/lgd:n09000003,Q4852377
Black Mountain,N10000302,country:gb/province:nir/lgd:n09000003/lea:N10000302,country:gb/province:nir/lgd:n09000003,Q16984470
Botanic,N10000303,country:gb/province:nir/lgd:n09000003/lea:N10000303,country:gb/province:nir/lgd:n09000003,Q16984952
Castle,N10000304,country:gb/province:nir/lgd:n09000003/lea:N10000304,country:gb/province:nir/lgd:n09000003,Q5049967
Collin,N10000305,country:gb/province:nir/lgd:n09000003/lea:N10000305,country:gb/province:nir/lgd:n09000003,Q16988116
Court,N10000306,country:gb/province:nir/lgd:n09000003/lea:N10000306,country:gb/province:nir/lgd:n09000003,Q5178210
Lisnasharragh,N10000307,country:gb/province:nir/lgd:n09000003/lea:N10000307,country:gb/province:nir/lgd:n09000003,Q16996388
Oldpark,N10000308,country:gb/province:nir/lgd:n09000003/lea:N10000308,country:gb/province:nir/lgd:n09000003,Q7085704
Ormiston,N10000309,country:gb/province:nir/lgd:n09000003/lea:N10000309,country:gb/province:nir/lgd:n09000003,Q17016705
Titanic,N10000310,country:gb/province:nir/lgd:n09000003/lea:N10000310,country:gb/province:nir/lgd:n09000003,Q17017641
